EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,GMMCluster,HierCluster,DBSCANCluster,RiskLevel,AttritionRiskScore,AttritionRiskCategory
1137,34,0.0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,1,3,-1,Risiko Sedang,12.797520902166667,Sedang
1138,56,0.0,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1,Female,90,3,1,Research Scientist,1,Married,2066,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0,Rendah (< 5000),1-2 Tahun,50+,0-5 km,0,2,-1,Risiko Tinggi,20.23635568906113,Tinggi
1140,33,0.0,Travel_Rarely,924,Research & Development,2,3,Medical,1,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,-1,Risiko Tinggi,19.32807698296975,Tinggi
1141,55,0.0,Non-Travel,177,Research & Development,8,1,Medical,1,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,Tinggi (10000-15000),> 5 Tahun,50+,6-10 km,1,1,-1,Risiko Rendah,12.765957457131954,Sedang
1142,46,0.0,Travel_Rarely,406,Sales,3,1,Marketing,1,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,1,1,-1,Risiko Rendah,12.765958137473321,Sedang
1143,27,0.0,Non-Travel,210,Sales,1,1,Marketing,1,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.225271194064995,Tinggi
1144,45,0.0,Travel_Frequently,364,Research & Development,25,3,Medical,1,2,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,21-30 km,1,0,-1,Risiko Tinggi,12.76595744710232,Sedang
1145,55,0.0,Travel_Rarely,1136,Research & Development,1,4,Medical,1,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0,Tinggi (10000-15000),Baru Dipromosikan,50+,0-5 km,1,1,-1,Risiko Rendah,12.765957573032697,Sedang
1146,27,0.0,Travel_Rarely,1291,Sales,11,3,Medical,1,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,0,-1,Risiko Tinggi,19.269520274703122,Tinggi
1148,28,0.0,Travel_Rarely,760,Sales,2,4,Marketing,1,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,Rendah (< 5000),> 5 Tahun,< 30,0-5 km,0,2,-1,Risiko Tinggi,20.225789250763064,Tinggi
1149,42,0.0,Travel_Rarely,462,Sales,14,2,Medical,1,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,0,-1,Risiko Tinggi,19.480808918289753,Tinggi
1151,29,1.0,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.190379126106244,Tinggi
1153,29,0.0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,0,-1,Risiko Tinggi,20.164956126342133,Tinggi
1154,47,0.0,Travel_Rarely,703,Sales,14,4,Marketing,1,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,1,3,-1,Risiko Sedang,13.169095550722911,Sedang
1155,32,0.0,Travel_Frequently,116,Research & Development,13,3,Other,1,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,2,-1,Risiko Tinggi,20.237092949274853,Tinggi
1156,24,1.0,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.217197889522275,Tinggi
1157,34,0.0,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,3,Female,98,3,2,Healthcare Representative,4,Single,6687,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,1,3,-1,Risiko Sedang,12.864507402565707,Sedang
1158,37,0.0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,1,0,-1,Risiko Tinggi,13.888568954787342,Sedang
1159,32,0.0,Non-Travel,976,Sales,26,4,Marketing,1,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,0,0,-1,Risiko Tinggi,17.62773712867323,Tinggi
1160,27,0.0,Travel_Rarely,1130,Sales,8,4,Marketing,1,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,6-10 km,0,3,-1,Risiko Sedang,19.055268110081116,Tinggi
1162,42,0.0,Travel_Rarely,269,Research & Development,2,3,Medical,1,4,Female,56,2,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,1,3,-1,Risiko Sedang,13.00082557081183,Sedang
1164,38,0.0,Travel_Rarely,243,Sales,7,4,Marketing,1,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2,-1,Risiko Tinggi,20.234575402130478,Tinggi
1166,49,0.0,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,0-5 km,1,0,-1,Risiko Tinggi,12.765957894578777,Sedang
1168,34,0.0,Travel_Rarely,216,Sales,1,4,Marketing,1,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,1,3,-1,Risiko Sedang,16.112725717181746,Tinggi
1170,40,0.0,Travel_Frequently,580,Sales,5,4,Life Sciences,1,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12,Tinggi (10000-15000),1-2 Tahun,40-49,0-5 km,0,2,-1,Risiko Tinggi,16.877500241669527,Tinggi
1171,38,0.0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2,-1,Risiko Tinggi,20.237502109131817,Tinggi
1172,27,0.0,Non-Travel,443,Research & Development,3,3,Medical,1,4,Male,50,3,1,Research Scientist,4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.05171530658988,Tinggi
1174,38,0.0,Non-Travel,1327,Sales,2,2,Life Sciences,1,4,Male,39,2,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5,Sedang (5000-10000),> 5 Tahun,30-39,0-5 km,0,3,-1,Risiko Sedang,16.73501262757898,Tinggi
1175,47,0.0,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,1,1,-1,Risiko Rendah,12.765957447251145,Sedang
1176,38,0.0,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,3,-1,Risiko Sedang,18.8237727784074,Tinggi
1177,30,0.0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,0,-1,Risiko Tinggi,19.28091510372183,Tinggi
1178,28,0.0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,0,-1,Risiko Tinggi,20.098583433219325,Tinggi
1179,27,0.0,Travel_Rarely,798,Research & Development,6,4,Medical,1,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,0,-1,Risiko Tinggi,19.58971355266831,Tinggi
1180,46,0.0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,4,Female,44,3,1,Human Resources,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,Rendah (< 5000),3-5 Tahun,40-49,0-5 km,1,3,-1,Risiko Sedang,12.8358293176632,Sedang
1181,40,1.0,Non-Travel,1479,Sales,24,3,Life Sciences,1,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,1,0,-1,Risiko Tinggi,12.76595752194546,Sedang
1182,55,0.0,Travel_Rarely,282,Research & Development,2,2,Medical,1,4,Female,58,1,5,Manager,3,Married,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,1,1,-1,Risiko Rendah,12.765957447462101,Sedang
1183,26,0.0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,2,-1,Risiko Tinggi,20.237517123949516,Tinggi
1184,35,0.0,Travel_Frequently,636,Research & Development,4,4,Other,1,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,0,-1,Risiko Tinggi,19.20920283309684,Tinggi
1185,42,0.0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,0,-1,Risiko Tinggi,19.414969846051935,Tinggi
1186,40,0.0,Travel_Rarely,107,Sales,10,3,Technical Degree,1,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,0,-1,Risiko Tinggi,17.59889977142505,Tinggi
1187,19,0.0,Travel_Rarely,1181,Research & Development,3,1,Medical,1,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.22728051825654,Tinggi
1189,39,1.0,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1,Female,54,2,1,Laboratory Technician,1,Single,3646,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2,-1,Risiko Tinggi,20.23763886266742,Tinggi
1191,49,0.0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,6-10 km,1,1,-1,Risiko Rendah,12.78351787303281,Sedang
1192,20,0.0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.21753566180212,Tinggi
1193,32,0.0,Travel_Rarely,906,Sales,7,3,Life Sciences,1,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,1,3,-1,Risiko Sedang,15.957026918180478,Tinggi
1194,36,0.0,Non-Travel,635,Sales,10,4,Medical,1,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,1,3,-1,Risiko Sedang,14.114628588619125,Sedang
1195,43,0.0,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,Sangat Tinggi (>15000),3-5 Tahun,40-49,21-30 km,1,1,-1,Risiko Rendah,12.765960850117922,Sedang
1196,26,0.0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,-1,Risiko Tinggi,19.872980959839662,Tinggi
1197,27,1.0,Travel_Rarely,1420,Sales,2,1,Marketing,1,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.224141587798915,Tinggi
1198,42,0.0,Travel_Frequently,1474,Research & Development,5,2,Other,1,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,0,-1,Risiko Tinggi,19.921003868821877,Tinggi
1199,34,0.0,Travel_Rarely,1326,Sales,3,3,Other,1,4,Male,81,1,2,Sales Executive,1,Single,4759,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,1,3,-1,Risiko Sedang,13.103435774081044,Sedang
1200,55,1.0,Travel_Rarely,267,Sales,13,4,Marketing,1,1,Male,85,4,4,Sales Executive,3,Single,13695,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8,Tinggi (10000-15000),3-5 Tahun,50+,11-20 km,1,1,-1,Risiko Rendah,12.76598437335792,Sedang
1201,42,0.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,3,Female,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,0,-1,Risiko Tinggi,19.047281372275155,Tinggi
1203,33,0.0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,-1,Risiko Tinggi,19.257801688062916,Tinggi
1204,30,0.0,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,2,-1,Risiko Tinggi,20.23720423942742,Tinggi
1205,35,0.0,Travel_Rarely,982,Research & Development,1,4,Medical,1,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,0,-1,Risiko Tinggi,14.460067361385981,Sedang
1206,42,0.0,Travel_Rarely,647,Sales,4,4,Marketing,1,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,1,0,-1,Risiko Tinggi,14.132437770697406,Sedang
1207,40,0.0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,0,-1,Risiko Tinggi,12.896698660802869,Sedang
1208,34,0.0,Travel_Rarely,304,Sales,2,3,Other,1,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,2,-1,Risiko Tinggi,20.236921603180168,Tinggi
1209,50,0.0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,Sangat Tinggi (>15000),> 5 Tahun,50+,21-30 km,1,1,-1,Risiko Rendah,12.765958599802198,Sedang
1210,45,0.0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,1,0,-1,Risiko Tinggi,15.060221952531094,Tinggi
1211,21,1.0,Travel_Rarely,156,Sales,12,3,Life Sciences,1,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,0,-1,Risiko Tinggi,20.20669031323218,Tinggi
1212,37,0.0,Travel_Rarely,1017,Research & Development,1,2,Medical,1,3,Female,83,2,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,-1,Risiko Tinggi,19.38716079645148,Tinggi
1213,33,0.0,Travel_Frequently,508,Sales,10,3,Marketing,1,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,0,-1,Risiko Tinggi,19.52396385351481,Tinggi
1216,47,0.0,Travel_Rarely,202,Research & Development,2,2,Other,1,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,1,1,-1,Risiko Rendah,12.765957677021781,Sedang
1217,30,1.0,Travel_Frequently,448,Sales,12,4,Life Sciences,1,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,0,-1,Risiko Tinggi,20.064082070016475,Tinggi
1218,27,0.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,Sedang (5000-10000),Baru Dipromosikan,< 30,0-5 km,0,3,-1,Risiko Sedang,18.410685566380476,Tinggi
1220,50,0.0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,1,Male,98,3,4,Manager,1,Divorced,17924,4544,1,Y,No,11,3,4,80,1,31,3,3,31,6,14,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,1,1,-1,Risiko Rendah,12.765957478284943,Sedang
1221,29,1.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.178155438026106,Tinggi
1222,36,0.0,Travel_Rarely,329,Sales,16,4,Marketing,1,3,Female,98,2,2,Sales Executive,1,Married,5647,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,1,0,-1,Risiko Tinggi,15.261277616847268,Tinggi
1223,45,0.0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,6-10 km,1,1,-1,Risiko Rendah,12.766149053352043,Sedang
1224,50,1.0,Travel_Frequently,562,Sales,8,2,Technical Degree,1,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,1,0,-1,Risiko Tinggi,13.800424517564993,Sedang
1227,33,0.0,Travel_Frequently,827,Research & Development,1,4,Other,1,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,3,-1,Risiko Sedang,19.99980117731062,Tinggi
1228,46,0.0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,0,-1,Risiko Tinggi,17.239971555321258,Tinggi
1231,54,0.0,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Tinggi (10000-15000),> 5 Tahun,50+,11-20 km,1,1,-1,Risiko Rendah,12.892029569602318,Sedang
1232,47,0.0,Travel_Rarely,249,Sales,2,2,Marketing,1,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,Rendah (< 5000),> 5 Tahun,40-49,0-5 km,0,2,-1,Risiko Tinggi,20.235370375585973,Tinggi
1233,33,0.0,Travel_Rarely,1216,Sales,8,4,Marketing,1,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,1,0,-1,Risiko Tinggi,14.82978647800674,Sedang
1234,35,0.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,1,2,-1,Risiko Tinggi,13.436778929936455,Sedang
1235,39,0.0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,0,-1,Risiko Tinggi,13.518752560486593,Sedang
1236,38,0.0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,1,0,-1,Risiko Tinggi,13.558804150321507,Sedang
1238,54,0.0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Tinggi (10000-15000),> 5 Tahun,50+,0-5 km,1,1,-1,Risiko Rendah,12.814650353598067,Sedang
1239,37,0.0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,1,0,-1,Risiko Tinggi,13.290246836105746,Sedang
1240,20,0.0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,-1,Risiko Tinggi,20.05110585587585,Tinggi
1241,40,0.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,0,0,-1,Risiko Tinggi,17.93875736026219,Tinggi
1242,51,0.0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,4,Male,83,3,5,Manager,2,Divorced,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,Sangat Tinggi (>15000),> 5 Tahun,50+,6-10 km,1,2,-1,Risiko Tinggi,12.765958066670342,Sedang
